"","Name","Year","Acre_feet","irrig_temp","irrig_prcp","AF_used","class1_urban","et","lt","d.et","d.urb","d.use","d.prcp","d.temp","d.Acre_feet","scale_d.use","scale_d.urb","scale_d.prcp","scale_d.temp","scale_d.et"
"21","Andrews",2008,5064.566999,26.05543184,80.59302355,0,1.291097433,0.815228769,8.53002392418339,-0.0878149030000001,0.0150127609999999,0,-24.22871485,-0.97898996,-45.8579560000007,0.004742152585902,-0.112554897458945,-0.237466731109668,-0.375896240109594,-0.460841371073939
"22","Andrews",2009,7343.263139,24.30484243,148.11253,17,1.321122955,0.892173068,8.90153859216294,0.076944299,0.0300255220000001,17,67.51950645,-1.75058941,2278.69614,0.00549160916141615,-0.108748943767277,0.527991870411063,-0.696424974007594,0.387579788014968
"23","Andrews",2010,6731.737768,24.43764004,133.9742626,33,1.321122955,0.816199334,8.81458860149199,-0.075973734,0,16,-14.1382674,0.132797610000001,-611.525371,0.00544752348050355,-0.116360851150612,-0.153281777065273,0.0859494262858825,-0.399865727795771
"24","Andrews",2011,6337.442648,25.02163105,128.5031155,35,1.41119952,0.787097364,8.75423059823324,-0.02910197,0.0900765649999999,2,-5.4711471,0.583991009999998,-394.29512,0.0048303239477272,-0.0935251292541224,-0.0809716909399311,0.273378861655662,-0.158501386024914
"25","Andrews",2012,6640.121029,25.80899913,120.8160758,0,1.441225041,0.899653205,8.8008854695634,0.112555841,0.030025521,-35,-7.68703970000001,0.78736808,302.678381,0.00319915375396111,-0.108748944020792,-0.0994589599755887,0.3578633629743,0.570960050688146
"26","Andrews",2013,6140.900048,26.22995012,116.6122779,15,1.41119952,0.973212303,8.72272659802042,0.0735590979999999,-0.030025521,15,-4.2037979,0.420950990000001,-499.220980999999,0.00540343779959096,-0.123972758280432,-0.0703981524830017,0.205650701422651,0.370147825967901
"27","Andrews",2014,6580.140726,26.41004245,128.923385,1279,1.42621228,1.000140155,8.79181141102076,0.026927852,0.0150127600000001,1264,12.3111071,0.180092329999997,439.240677999999,0.0604664532594244,-0.112554897712459,0.0673862743584996,0.105596040499591,0.130022022365867
"28","Andrews",2015,6619.354039,26.44420725,146.9108951,1506,1.576339889,0.879470803,8.79775306697976,-0.120669352,0.150127609,227,17.9875101,0.0341648000000028,39.2133130000002,0.0147496021530615,-0.0783013144874529,0.114744702025893,0.0449765488297085,-0.630024089631943
"29","Andrews",2016,6253.065595,26.15879201,106.7908374,1406,1.606365411,0.966548833,8.740827117677,0.08707803,0.0300255220000001,-100,-40.1200577,-0.285415240000003,-366.288444,0.000333584494642319,-0.108748943767277,-0.370048757244789,-0.0877796183763122,0.439763045135351
"30","Andrews",2017,5093.644751,25.67658145,159.5699252,924,1.59135265,0.937206453,8.53574891439533,-0.02934238,-0.0150127610000002,-482,52.7790878,-0.482210559999999,-1159.420844,-0.0165071456139697,-0.12016680484228,0.405012044908342,-0.169530006815094,-0.1597393680519
"31","Andrews",2018,6165.673659,25.80074619,88.87294873,1095,1.711454737,0.976758071,8.72675268116159,0.039551618,0.120102087,171,-70.69697647,0.124164740000001,1072.028908,0.0122808040219561,-0.0859132218707876,-0.625153054078684,0.082363261351465,0.195027618725742
"32","Andrews",2019,6719.936088,23.95642381,183.6885311,2221,2.071760997,0.922565107,8.81283392275768,-0.054192964,0.36030626,1126,94.81558237,-1.84432238,554.262429,0.0543826292934861,-0.0250179635646531,0.755723981232125,-0.735362417779229,-0.287706492348339
"33","Andrews",2020,5241.711207,25.10833108,171.7250487,1610,1.816544062,0.909027874,8.56440329022532,-0.0135372330000001,-0.255216935,-611,-11.9634824,1.15190727,-1478.224881,-0.0221941984516947,-0.181062063401929,-0.135137470166233,0.509295929478724,-0.0783513728775212
"34","Atwell",1988,218.1823191,25.80867195,92.74000028,0,0,0.841864072,5.38533103941003,-0.157603493,0,0,23.20000056,-1.69606972,138.84329399,0.004742152585902,-0.116360851150612,0.158232691236119,-0.673777048055584,-0.820215024868283
"35","Atwell",1989,238.0170753,26.08981133,88.62,0,0,1.083186921,5.47234241605591,0.241322849,0,0,-4.12000028,0.281139379999999,19.8347562,0.004742152585902,-0.116360851150612,-0.0696990260246672,0.14757181303368,1.23404079430434
"36","Atwell",1990,223.1410081,26.34199142,134.0799999,0,0,1.019514247,5.40780389494635,-0.063672674,0,0,45.4599999,0.25218009,-14.8760672,0.004742152585902,-0.116360851150612,0.343948639983877,0.135541886679682,-0.3365218935423
"37","Atwell",1991,218.1823191,25.71779251,152.8399995,0,0,1.032139151,5.38533103941003,0.0126249039999999,0,0,18.7599996,-0.62419891,-4.95868899999999,0.004742152585902,-0.116360851150612,0.121189608793361,-0.22851313083594,0.0563695430309134
"38","Atwell",1992,109.0911595,27.28117371,85.49000108,0,0,0.843722036,4.69218385839175,-0.188417115,0,0,-67.34999842,1.5633812,-109.0911596,0.004742152585902,-0.116360851150612,-0.597229099791915,0.680225571555238,-0.978888583465438
"39","Atwell",1993,282.8436245,24.36760521,144.2899999,0,0,0.972002159,5.64489418131947,0.128280123,0,0,58.79999882,-2.9135685,173.752465,0.004742152585902,-0.116360851150612,0.455244714969379,-1.17953601726656,0.651931634662441
"40","Atwell",1994,382.0174059,27.23093987,99.70999968,0,0,1.063765518,5.94546617275176,0.0917633590000001,0,0,-44.58000022,2.86333466,99.1737814000001,0.004742152585902,-0.116360851150612,-0.40725821281624,1.22023689045927,0.463889966197356
"41","Atwell",1995,456.1993944,25.13004684,158.5700003,0,0,1.053754442,6.12292998236146,-0.0100110760000001,0,0,58.86000062,-2.10089303,74.1819885,0.004742152585902,-0.116360851150612,0.45574531207378,-0.841943968089933,-0.0601935633424308
